Time (s),Voltage (V)
0.0,2.7366957270129353
0.000100000250000625,2.7366957270129353
0.00020000050000125,2.7366957270129353
0.000300000750001875,2.7366957270129353
0.0004000010000025,2.7366957270129353
0.000500001250003125,2.7366957270129353
0.00060000150000375,2.7366957270129353
0.000700001750004375,2.7366957270129353
0.000800002000005,2.7366957270129353
0.0009000022500056249,2.7366957270129353
0.00100000250000625,2.7366957270129353
0.001100002750006875,2.7366957270129353
0.0012000030000075,2.7366957270129353
0.001300003250008125,2.7366957270129353
0.00140000350000875,2.7366957270129353
0.0015000037500093749,2.7366957270129353
0.00160000400001,2.7366957270129353
0.001700004250010625,2.7366957270129353
0.0018000045000112499,2.7366957270129353
0.001900004750011875,2.7366957270129353
0.0020000050000125,2.7366957270129353
0.002100005250013125,2.7366957270129353
0.00220000550001375,2.7366957270129353
0.0023000057500143748,2.7366957270129353
0.002400006000015,2.7366957270129353
0.002500006250015625,2.7366957270129353
0.00260000650001625,2.7366957270129353
0.002700006750016875,2.7366957270129353
0.0028000070000175,2.7366957270129353
0.0029000072500181247,2.7366957270129353
0.0030000075000187498,2.7366957270129353
0.003100007750019375,2.7366957270129353
0.00320000800002,2.7366957270129353
0.003300008250020625,2.7366957270129353
0.00340000850002125,2.7366957270129353
0.003500008750021875,2.7366957270129353
0.0036000090000224997,2.7366957270129353
0.003700009250023125,2.7366957270129353
0.00380000950002375,2.7366957270129353
0.003900009750024375,2.7366957270129353
0.004000010000025,2.7366957270129353
0.004100010250025625,2.7366957270129353
0.00420001050002625,2.7366957270129353
0.004300010750026875,2.7366957270129353
0.0044000110000275,2.7366957270129353
0.004500011250028125,2.7366957270129353
0.0046000115000287495,2.7366957270129353
0.004700011750029375,2.7366957270129353
0.00480001200003,2.7366957270129353
0.004900012250030625,2.7366957270129353
0.00500001250003125,2.7366957270129353
0.005100012750031875,2.7366957270129353
0.0052000130000325,2.7366957270129353
0.0053000132500331245,2.7366957270129353
0.00540001350003375,2.7366957270129353
0.005500013750034375,2.7366957270129353
0.005600014000035,2.7366957270129353
0.005700014250035625,2.7366957270129353
0.005800014500036249,2.7366957270129353
0.005900014750036875,2.7366957270129353
0.0060000150000374996,2.7366957270129353
0.006100015250038125,2.7366957270129353
0.00620001550003875,2.7366957270129353
0.006300015750039375,2.7366957270129353
0.00640001600004,2.7366957270129353
0.0065000162500406244,2.7366957270129353
0.00660001650004125,2.7366957270129353
0.006700016750041875,2.7366957270129353
0.0068000170000425,2.7366957270129353
0.006900017250043125,2.7366957270129353
0.00700001750004375,2.7366957270129353
0.007100017750044375,2.7366957270129353
0.0072000180000449995,2.7366957270129353
0.007300018250045625,2.7366957270129353
0.00740001850004625,2.7366957270129353
0.007500018750046875,2.7366957270129353
0.0076000190000475,2.7366957270129353
0.007700019250048124,2.7366957270129353
0.00780001950004875,2.7366957270129353
0.007900019750049374,2.7366957270129353
0.00800002000005,2.7366957270129353
0.008100020250050625,2.7366957270129353
0.00820002050005125,2.7366957270129353
0.008300020750051875,2.7366957270129353
0.0084000210000525,2.7366957270129353
0.008500021250053124,2.7366957270129353
0.00860002150005375,2.7366957270129353
0.008700021750054375,2.7366957270129353
0.008800022000055,2.7366957270129353
0.008900022250055624,2.7366957270129353
0.00900002250005625,2.7366957270129353
0.009100022750056875,2.7366957270129353
0.009200023000057499,2.7366957270129353
0.009300023250058125,2.7366957270129353
0.00940002350005875,2.7366957270129353
0.009500023750059376,2.7366957270129353
0.00960002400006,2.7366957270129353
0.009700024250060625,2.7366957270129353
0.00980002450006125,2.7366957270129353
0.009900024750061874,2.7366957270129353
0.0100000250000625,2.7366957270129353
0.010100025250063125,2.7366957270129353
0.01020002550006375,2.7366957270129353
0.010300025750064374,2.7366957270129353
0.010400026000065,2.7366957270129353
0.010500026250065625,2.7366957270129353
0.010600026500066249,2.7366957270129353
0.010700026750066875,2.7366957270129353
0.0108000270000675,2.7366957270129353
0.010900027250068124,2.7366957270129353
0.01100002750006875,2.7366957270129353
0.011100027750069375,2.7366957270129353
0.01120002800007,2.7366957270129353
0.011300028250070624,2.7366957270129353
0.01140002850007125,2.7366957270129353
0.011500028750071875,2.7366957270129353
0.011600029000072499,2.7366957270129353
0.011700029250073124,2.7366957270129353
0.01180002950007375,2.7366957270129353
0.011900029750074375,2.7366957270129353
0.012000030000074999,2.7366957270129353
0.012100030250075625,2.7366957270129353
0.01220003050007625,2.7366957270129353
0.012300030750076874,2.7366957270129353
0.0124000310000775,2.7366957270129353
0.012500031250078125,2.7366957270129353
0.01260003150007875,2.7366957270129353
0.012700031750079374,2.7366957270129353
0.01280003200008,2.7366957270129353
0.012900032250080625,2.7366957270129353
0.013000032500081249,2.7366957270129353
0.013100032750081874,2.7366957270129353
0.0132000330000825,2.7366957270129353
0.013300033250083125,2.7366957270129353
0.01340003350008375,2.7366957270129353
0.013500033750084375,2.7366957270129353
0.013600034000085,2.7366957270129353
0.013700034250085624,2.7366957270129353
0.01380003450008625,2.7366957270129353
0.013900034750086875,2.7366957270129353
0.0140000350000875,2.7366957270129353
0.014100035250088124,2.7366957270129353
0.01420003550008875,2.7366957270129353
0.014300035750089375,2.7366957270129353
0.014400036000089999,2.7366957270129353
0.014500036250090624,2.7366957270129353
0.01460003650009125,2.7366957270129353
0.014700036750091875,2.7366957270129353
0.0148000370000925,2.7366957270129353
0.014900037250093125,2.7366957270129353
0.01500003750009375,2.7366957270129353
0.015100037750094374,2.7366957270129353
0.015200038000095,2.7366957270129353
0.015300038250095625,2.7366957270129353
0.015400038500096249,2.7366957270129353
0.015500038750096874,2.7366957270129353
0.0156000390000975,2.7366957270129353
0.015700039250098125,2.7366957270129353
0.01580003950009875,2.7366957270129353
0.015900039750099376,2.7366957270129353
0.0160000400001,2.7366957270129353
0.016100040250100624,2.7366957270129353
0.01620004050010125,2.7366957270129353
0.016300040750101875,2.7366957270129353
0.0164000410001025,2.7366957270129353
0.016500041250103126,2.7366957270129353
0.01660004150010375,2.7366957270129353
0.016700041750104373,2.7366957270129353
0.016800042000105,2.7366957270129353
0.016900042250105624,2.7366957270129353
0.017000042500106248,2.7366957270129353
0.017100042750106875,2.7366957270129353
0.0172000430001075,2.7366957270129353
0.017300043250108123,2.7366957270129353
0.01740004350010875,2.7366957270129353
0.017500043750109374,2.7366957270129353
0.01760004400011,2.7366957270129353
